loan_id,loan_value,loan_duration,payments,loan_success,account_district no. of inhabitants,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,card_type,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
5390,170256,24,7094,1,93931,56.9,8427,6.43,1.54,107,1358.0,1913,33,True,0,3720.0,43302.8,77.0,14.6,36552.0,9089.424675324672,200.0,79869.8,40091.18311688309
6150,83016,12,6918,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,19,False,0,302.5,93620.2,196.0,14.6,64400.0,13414.556632653064,700.0,136436.6,67891.93520408162
6223,61056,48,1272,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,41,True,0,14.6,33525.3,64.0,14.6,24372.0,5646.339062499999,900.0,55816.0,36039.05156249998
5032,123696,48,2577,1,124605,46.0,8772,6.43,4.98,126,1358.0,3158,58,False,0,113.7,25201.8,61.0,14.6,48476.0,8953.219672131147,300.0,89822.2,49084.38196721312
6253,59760,24,2490,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,40,False,0,14.6,41133.1,54.0,14.6,34557.0,8295.155555555553,300.0,69643.1,40204.4648148148
6460,48672,36,1352,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,50,True,0,14.6,23110.0,97.0,14.6,12100.0,1577.49381443299,300.0,33484.4,23050.189690721647
6645,140400,36,3900,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,57,False,0,5100.0,28271.8,45.0,14.6,63200.0,10991.504444444445,400.0,115000.2,43563.61999999999
5176,192552,24,8023,-1,70646,58.4,8547,6.43,3.64,120,1358.0,1542,35,True,0,110.4,22255.5,51.0,10.2,23844.0,5774.419607843138,800.0,49563.0,23979.01176470588
5269,164052,36,4557,-1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,23,True,0,10800.0,20811.2,65.0,0.4,48181.0,11809.263076923078,-2564.7,112045.6,41752.16153846152
5351,205200,36,5700,1,161954,48.0,8720,6.43,4.5,116,1358.0,3651,35,True,0,12400.0,54586.0,129.0,30.0,51303.0,9244.202325581397,900.0,93928.5,58336.31162790698
5861,51408,24,2142,1,45714,55.6,8843,6.43,3.6,113,1358.0,888,49,False,0,161.8,49213.4,64.0,14.6,57700.0,13410.820312499998,900.0,137087.2,52299.285937499975
5450,199680,60,3328,1,95616,51.4,9307,6.43,4.43,118,1358.0,3040,49,False,0,14.6,19924.0,74.0,14.6,29954.0,7353.527027027026,500.0,62238.8,33658.61756756758
7142,482940,60,8049,-1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,22,True,0,4653.0,18439.4,130.0,7.8,21056.0,4060.680769230768,900.0,57707.2,26358.7546153846
6306,36684,12,3057,1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,20,True,0,5700.0,35093.0,125.0,8.3,24480.0,4768.643199999998,700.0,50774.2,30229.79760000001
6272,398640,60,6644,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,38,True,0,30800.0,59316.9,86.0,30.0,59793.0,16552.96279069768,400.0,121689.5,63383.57558139535
5044,100980,60,1683,1,387570,100.0,9897,6.43,1.96,140,1358.0,18696,33,False,0,1500.0,47137.7,70.0,14.6,22900.0,5261.0485714285705,600.0,53376.7,35614.74428571429
5576,31248,12,2604,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,59,True,0,6268.0,53922.3,120.0,14.6,64100.0,13845.45833333334,1000.0,144715.3,64493.09916666662
7192,115992,36,3222,1,77917,53.5,8390,6.43,2.89,132,1358.0,2122,61,False,0,8042.0,9669.5,127.0,5.4,60600.0,6214.374015748032,200.0,107692.0,25666.40708661417
5739,76380,12,6365,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,41,True,0,110.5,23171.2,45.0,14.6,12861.0,3571.591111111112,1100.0,41703.3,26122.848888888897
6526,288468,36,8013,1,86513,50.5,8288,6.43,4.52,110,1358.0,1460,40,True,0,175.3,48840.6,17.0,6.4,30950.0,8402.382352941177,600.0,71939.2,36999.52352941177
5624,177744,48,3703,-1,161227,69.7,8678,6.43,5.57,102,1358.0,4595,26,False,0,11400.0,14230.7,95.0,3.3,45056.0,6726.888421052629,-2485.5,89733.5,26746.5252631579
6244,270648,36,7518,-1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,61,False,0,25800.0,50996.5,72.0,30.0,52700.0,12958.563888888888,200.0,134501.4,60819.976388888885
5131,48624,24,2026,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,37,False,0,4514.0,47993.6,117.0,14.6,52900.0,12180.788034188035,200.0,134187.4,63857.2367521368
6960,76416,24,3184,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,61,False,0,4087.0,12262.9,153.0,14.6,28659.0,6527.337254901959,8686.4,64494.1,31375.160784313728
6358,137880,60,2298,-1,78955,59.0,9060,6.43,2.44,124,1358.0,1717,35,False,0,5100.0,19966.8,89.0,30.0,20848.0,6024.032584269662,200.0,52658.4,24523.07303370786
5418,347952,48,7249,1,45714,55.6,8843,6.43,3.6,113,1358.0,888,34,True,0,5800.0,57546.3,120.0,14.6,54600.0,13441.428333333335,300.0,123013.2,54157.19416666667
6598,68112,12,5676,1,138032,64.6,8819,6.43,5.66,99,1358.0,4505,21,True,0,7500.0,39416.1,147.0,14.6,57164.0,9898.475510204082,300.0,111588.8,47220.13401360543
5464,95808,12,7984,1,122603,80.0,8991,6.43,2.01,128,1358.0,5273,58,False,0,26373.0,72500.4,90.0,14.6,57700.0,16058.694444444449,900.0,122452.2,59701.78666666667
6591,20832,48,434,1,85852,59.8,8965,6.43,8.23,104,1358.0,2822,50,False,0,68.5,17887.1,151.0,14.6,19700.0,2499.068211920529,500.0,41997.9,21368.909933774863
5724,316140,60,5269,-1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,30,False,0,66.8,12826.4,139.0,14.6,13352.0,3872.06834532374,800.0,39616.2,18632.933812949643
6315,43164,12,3597,1,117897,53.8,8814,6.43,5.74,107,1358.0,2059,22,True,0,900.0,31349.9,69.0,14.6,57680.0,14188.256521739127,800.0,120071.4,68377.06376811591
5876,221280,48,4610,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,30,False,0,157.5,31344.7,71.0,30.0,50178.0,11891.501408450704,1100.0,106144.8,37596.93239436623
6986,151728,48,3161,-1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,22,False,0,2300.0,26488.7,57.0,0.8,48906.0,8289.664912280701,-669.7,82784.6,30491.09824561401
6294,79920,60,1332,1,170449,100.0,10787,6.43,3.09,131,1358.0,6261,45,False,0,5984.0,31271.6,95.0,14.6,36634.5,7707.406315789472,700.0,74199.5,43846.97789473684
5132,538500,60,8975,1,95616,51.4,9307,6.43,4.43,118,1358.0,3040,38,False,0,4605.0,23271.0,58.0,14.6,32082.0,8499.93448275862,200.0,69775.9,33687.85862068966
5877,97224,24,4051,1,122603,80.0,8991,6.43,2.01,128,1358.0,5273,47,True,0,3600.0,19479.6,112.0,14.6,16257.0,3938.214285714286,1000.0,43393.0,22360.53660714285
6227,28248,24,1177,1,162580,72.8,9538,6.43,1.81,111,1358.0,5410,28,True,0,180.3,33743.7,94.0,14.6,30055.5,8111.6808510638275,400.0,69893.0,45582.44893617021
7241,168984,24,7041,-1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,22,False,0,14200.0,24304.3,160.0,2.5,55200.0,11357.386875000004,-517.7,120806.4,56053.99750000009
6737,76680,24,3195,1,228848,57.2,9893,6.43,4.72,96,1358.0,5887,49,False,0,5483.0,27191.2,143.0,14.6,57554.0,9877.504195804198,1000.0,104676.1,62933.4748251748
